Video Link,Type,VideoId,Transcript,Status,Clip ID,Start,End,Text ,Category,Reason,Editor Justification,Drive Link,Confidence
,,,,,1rjDwXzM8LFjZfv7byImpk2gJhIRmD_AA-5,0:26:35,0:26:48,"तो भयया जी, आज के बदद ऐसी
कईई वन फरर थररी बलनने के बजयय कयया बलगेगा
हू
कययू
टी
है उससे उसको अचछछा भी लगगगा। यु कययू टी
है,
चलो चलो, चलो",Funny Joke,"This code-like wordplay on 'Huu QUT' is a quirky, funny trend bait, playing into viral Hindi slang/inside joke humor.","Captures the setup and completion of the 'Huu QUT' wordplay, ending before the narrative shifts, preserving humor and virality.",https://drive.google.com/file/d/1vbVXWs90V5qeHzmnZaJSMbs8BSOlu1dQ/view?usp=drivesdk,0.91
,,,,,1rjDwXzM8LFjZfv7byImpk2gJhIRmD_AA-6,1:31:53,1:32:36,"सब की जदगदगी का रकवटवट कनन है, मतत है
सबकी जदगदगी का रकवटवट मतत है। तो ये सबको यदद हनना चहएिए। और मैं
चकक करगंगा। चटट में यह चजज लखखी हननी चहएिए। रहगरीर कययों आगे आ पटईाई करगगे। नबबब मतत रकवटवट रहह पड़गगी ये कतनने एलमटसंट्स
हैं? दखखो भयया, ये बरहम्म सतर्र, वशवसवास मनएिए, ये जवलाला ओ पी का 1 बरहम्म सतर्र है। इस बरहम्म सतर्र से बहतत बड़ा कमम नपटनने वलला है, बहतत बड़ा कमम नपटनने वलला है। तो भयया जी बरहम्म सतर्र लखख लनना भयया, इसको
जवलाला ओ पी लखख दयया है। मनंने तो कईई बतत नहीं है, बरहम्म सतर्र नहीं लखख रहा हूँ। कलयरयर है भईई, चलएए
हटा रहा हूँ। यहाँ पर। जवलाला ओपी कसपटेप्ट है,
मनंने ही बनयया है, डजइनइन कयया है। तककि बचचचे फससे नहीं, ठकक है, सब लगग पहले लखगेंगे रहगरीर कययों आगे आओ पटईाई करगगे। नबबब मतत रकवटवट रहह पड़गगी ये लइनन अलग है, वो अलग है। अपने आप यदद रहगगा कतनने एलमटेंट सनन के दखखो। 12345678989, 10, 11 ये जो आप 11 एलमटसंट्स दखख रहे हो,",Shayari,"This is a poetic, almost Shayari-style mnemonic punchline, memorable and fun for exam preparation, right for viral academic Shorts.","Starts at the poetic memory hook, includes the mnemonic and punch, and ends before numeric listing, giving a fun, self-contained micro-Shayari.",https://drive.google.com/file/d/1aS-FpM3PiNE8vZHiZooiFXTXMtOi9sHv/view?usp=drivesdk,0.88
,,,,,1rjDwXzM8LFjZfv7byImpk2gJhIRmD_AA-7,0:01:34,0:01:49,"हा कछछ लगग गडड इवनगंग कहते है गडड इवनगंग नहीं भयया जय जवलाला की बलनना है तो बललो जय जवलाला की है।
चलएए
पडएफएफ हमने दयया था, आगे भी पडएफएफ मलतती रहगंगी। चजजों को मैं वहाँ पे अपलडड करता रहगँगा।
ठकक है
ओके कनकट्ट हो कर के रखयये, जयदादा अचछछा रहगगा, बनफशलिशल रहगगा। कईई बतत हगगी मैं तो जलददी बता पऊगँगा। आज दखयिये ये 1 चजज नई ऐड हईई है। आप सभी लगग दखगोगे लखखा है मैं जवलाला हूँ मैं जवलाला। फरर आगे कयया है जवलाला का ही जलवा है,",Funny Joke,"A funny teacher-student catchphrase moment — highly shareable, aligns with 'Hindi Slang in Tutorials' and recurring meme lines.","Opens at iconic catchphrase, builds through shareable Hindi banter, and wraps at a recognizable meme phrase, perfect for Shorts.",https://drive.google.com/file/d/18V0e0m0NgAYSYCQzQqaOwE8YVxhE0tUi/view?usp=drivesdk,0.89
,,,,,1rjDwXzM8LFjZfv7byImpk2gJhIRmD_AA-8,0:09:13,0:09:46,"फफत्त परयडयड का मबरबर हगगा। अगर आपने खदद से नकलाला है पलजीज अपना पठठ पइएए कयकोंकि आपके लएए कईई तलयियां नहीं बजनने वलला है। वशवसवास मनएिए जब तक इसनान सफल नहीं हतता, सररे लगग जो बठठे हएए हतते हैं वो उनमें से कईई भी आपके लएए तलयियां नहीं मरगेगा। जब तक आप सफल नहीं हतते हैं, वो सरफ्फ आपके लएए 1 भड़ड़ खड़ी है। समनने, वो भड़ड़ आपको उतसहतहित तब करगगी। आपको आपका परशसकसक तब बनगगी जब आप सफल हो जतते हैं।
बना हआआ शहरखुख खनन हर इसनान को पसदद आता है। बनता हआआ शहरखुख खनन कससी को पसदद नहीं आता। तो धयनान रखयये आप अपने लएए यह बतत बलएिए। जो भी आपका नमम है जससे मनन लजयिये भममि जी है तो भममि जी अपने लएए बलगेंगी। मैं जब तक बन रही हूँ उसमें मझझे दनयिया भर से बहतत कछछ नहीं सननना है। न अचछछी बतत, न बररी बतत। अचछछी कईई बलल दे, शकरयरिया आदा कर दनना, बररी बतत बलले तो उसके समनने से हट जओओ। भयया नमसकरार अगले दनन मलकतकात हगगी, जब सलकशनशन लकके आयगंगे तमह्हें खदद मलल के हमें धनयवदाद दनना पड़गगा। ठकक है तो हम इस लयकक बनयये। खदद को और लयकक बननने की सथतिति ये है की बनना महनतत के यरर बनता नहीं है। ठकक है पयरारे सब कछछ महनतत पर ही डपडेंड करता है। धयनान रखयगेगा खदद का पठठ थपथपतते रहयये। पयरारे कलयरयर है। तो फफट्टी। तो अगर आप ने सही बतयया है तो आप कयया कहते हैं भयया ये पी बलकॉक का है। चलएए ये पी बलकॉक के आपको पता ही हगगा सटटी फइवव कहा का",Sarcastic Line,"A witty, slightly sarcastic proverb about success, easily memeable as a viral Short for exam aspirants.","Focuses on the core witty proverb about success and applause, closes as the advice concludes, capturing a memeable, motivational arc.",https://drive.google.com/file/d/1JgOeTk1UdwEnW3Xmy-35EUlK85zExnJK/view?usp=drivesdk,0.87
,,,,,1rjDwXzM8LFjZfv7byImpk2gJhIRmD_AA-9,0:29:40,0:30:53,"सडफमरजमकरिजमके चककरर में नहीं है, ठकक है और खदद बचचचे को ठकक ठकक तरकके से पलतती है। हाँ अपना खदद भी अन करती हैं लकनिन गरवव के सथथ, परइडइड के सथथ रहती है और आपको पलल पसस पा रही है। अब तक ऐसा था आगे चल के तो लगग शयदद बचगंगे इन चजजों में जनने के लएए तो बटटा अभी जो है आपके पसस
अलग अलग है,
मममयियों को आपको कयया करना है, धनयवदाद बलनना है, शकरयरिया ये सब कमम सभलनलने के लएए बलल ना कि हम नलयकयक बटटे या बटटी हो सकते है। बट आप हमशशा कयया रही है 1 लयकक माँ रही है, ऐसा हम कभी जञपतपित नहीं करते और ऐसा करने में कईई बरईाई नहीं है, उनको भी तो बटरर फलल हनना चहएिए, उनको भी तो लगना चहएिए। भयया इतनी महनतत करती हूँ, इसको चलो थड़ड़ी तो शरमम है
और 1 तरकका और बतओओ जब तमम ये सब मममयियों को बलनने जओगगे तो ममममी पता कयया कहती है।
यह सब कयया कर रहे हो। चलो पढ़ लो इस से बढ़यया तो भयया तमम पढ़ लो जब वो कह रही है पढ़ लो उनका पयरार ये है की भयया तमम पढगगे तो
उनका पयरार तमम पर जयदादा अचछछा है, ठकक है भईई पढ़ लतते हैं,
चलो
आगे बढ़ते है,
ये रयलटिटी है। भईई
मममयियों को हम लगग धनयवदाद नहीं दतते, बहतत कम दतते है,",Parents vs Students: Exam Time Struggles,"A relatable line encapsulating the parent-student exam struggle trend, matching channel and viral trend-analysis cues.","Starts post-attribution, covers the parent-child struggle and emotional payoff, ending after the statement about gratitude, perfectly fitting the trend.",https://drive.google.com/file/d/1d5j9BXbe7JqzFdLHEXXV8AJYSwtuUAzP/view?usp=drivesdk,0.89
,,,,,1LQzodKSSmK74QRKp4oD7PDMA34uaxsF8-0,0:26:07,0:27:12,"कनन से वलले पपपा
पपपा
पपपा सननो पपपा ने बलला हाँ बटटा कयया हआआ
पपपा
आई वलल सकरोर ए
सगलगल डजटिट रकंक और ए डबल डजटिट रकंक।
वह वहह वहह मररा लडडा बटटा
ये सकरोर करगगा सगलगल डजटिट अजी सनतती हो
अपना जो लटलल गललू है
वो
सगलगल डजटिट रकंक लकके आएगा
फरर रजलट्ट आया
पपपा ऐसी कयया बलला था की सगलगल डजटिट रकंक या फरर सगलगल डजटिट
डबल डजटिट रकंक ले के आऊगगा रजलट्ट आया।
सगलगल डजटिट में मकस्स आ गए,
सरर पपपा रकंक तो नहीं आई
डबल डजटिट में, मररे मकस्स आ गए,
अगली बरर पपपा आई वलल टरईाई मईई लवलल बसट्ट
एडड आई वलल सकरोर 10 सगलगल डजटिट रकंक और डबल डजटिट रकंक।
इस बरर तो सरफ्फ मा आ
के सर पचसस मनटट बरबदाद
ठकक है बटटा
तनने शयदद कछछ झडडे गडडी दनने थे। रडकशनशन फरमलमूला की बतत करगंगे बटटा आज की कलसास में",Funny Story,"This is a highly relatable and funny bit about parental expectations for JEE/NEET ranks, matching the 'Funny Parental Pressure Skits' trend—perfect for viral meme edits.","This cut begins with the comedic parental ranking setup and ends on the punchline about wasted time and future class, achieving a self-contained viral parental pressure skit.",https://drive.google.com/file/d/1Lr3Nlvdy6q7BlLURpHCflITZoTFU7IL3/view?usp=drivesdk,0.97
,,,,,1LQzodKSSmK74QRKp4oD7PDMA34uaxsF8-1,1:52:45,1:53:21,"डटलेल में पररा बतयया भईई खलल के कनकरटरेंट कनकरटंट थड़ड़ा बहतत आपको पता हगगा और कनकरसतबहतीतोबहुत आसनन हतती है सबको पता हतता
है
न?
हाँ बटटा तो दमगाग की दही हगगी, दमगाग की लसससी हो गई, दमगाग के झगग बन गए।
वससे तो मन है की ये सवलल डबब्बी दनने का
बटट कर के आएगा और कयया है
ये सर अचनकक से बकक गरर शफट्ट कर दयया, आप चले गए कहाँ पर
मगर जईई डवसंस 2022 में सटट थयरोरी का सवलल आया तो मैं कयया करूं यरर
परबबलटिलिटी हलककी फलककी तो पड़ी हगगी,
हाँ वो वलली फवरबलबल पनन टटलल",Funny Joke,"The phrase 'दमगाग की दही/लस्सी हो गई' is a viral Hindi meme and captures relatable exam prep frustration, spot-on for humorous Shorts aligned with JEE/NEET meme culture.","Trimmed to start just before the viral 'दही/लस्सी' meme line and include the funny exam confusion, for a coherent, relatable comedy burst.",https://drive.google.com/file/d/1VL6vvOQ9xF4kY9I5Qc05e_DIZj4m_IrD/view?usp=drivesdk,0.96
,,,,,1LQzodKSSmK74QRKp4oD7PDMA34uaxsF8-2,0:00:57,0:01:06,"कससी चल रही है पढईई और कससे है आप सभी लगग अरली ओ पी
तमम थड़ड़ा सा लटट हो जओओ तो लटट ओ पी
सही टइमम पर आ जएए तो अरली ओपी
भईई तो तमहरहारे ओपी नहीं रकक रहे हैं बहतत अचछछी बतत है, बहतत अचछछी बतत है आपका परटसपशनिपेशन ही मररी एनरजजी का रजज है तो",Attention to Chat,Fun classroom banter using 'OP' (overpowered/opposite to 'latecomers') is trending language on educational streams—likely to boost comment engagement and shares.,"Starts with the relatable 'early OP' callout and ends at the natural class involvement transition, maximizing chat engagement and meme value.",https://drive.google.com/file/d/1QUl1hsw6dzMLaAKgUUlyJq51uHxAgzTt/view?usp=drivesdk,0.94
,,,,,1LQzodKSSmK74QRKp4oD7PDMA34uaxsF8-3,1:05:15,1:05:31,"जो बचचचे इसका जवबब जररो दे रहे हैं। तो थड़ड़ा सा तो सचच मररे हररो
इसका जवबब जररो कससे दयया
ये नबरर यहाँ कहीं लयया करता
है? मइनसस जररो, पवइटइंट जररो, ऑन ए टू, इसके लफट्ट सइडड वलला नरसस इटजरजर। तो यही हगगा न। यरर
बहतत बढ़यया आई हपप दसस इस कलयरयर टो एvरyबoनआजओफटफटफट इन फलइगइंग कससिस में आपको कवडरट्रेंट आइडटफईिफाई करने हैं",Emotional Story,"A moment reflecting genuine student-teacher bond and nostalgia, which resonates emotionally—high engagement via 'MotivationMonday' angle.","Clip is trimmed to student answer camaraderie and teacher’s warm reaction, forming an emotional and encouraging moment for audience connection.",https://drive.google.com/file/d/12urY0DlMXUJ_dvUUlyHYey7iZ7z8LD2Q/view?usp=drivesdk,0.89
,,,,,1LQzodKSSmK74QRKp4oD7PDMA34uaxsF8-4,0:05:14,0:05:34,"आप अगर 10 कर पएए तो में आपको ये नहीं दखनना है की 10 सर मररे तो रह गए,
मैं तो फ़लल हो गया, मैं कससी कमम का नहीं हूँ, मैं डी मटवटवेट हो गया, मररा यह कलयरयर नहीं हगगा ये सब बततें नहीं सचननी है आपने सचचा की 10 हो गए 10 और बचे हैं टइमम नकलाल कर इन करर करगंगा तो कनन सा एटटयटयूट रखना है। इतना तो हआआ कम से कम आया।
अब उसके बदद मैं आता हूँ की आई कनन अडरसटडटैंड की आप में से बहतत सररे बचचचे",Moral Boost,Relatable confession transforming into self-acceptance and practical motivation; this turnaround is hook-worthy and fits trending 'motivation' content.,"Focuses the cut on the motivational self-acceptance arc, with a clean transition to the next thought, giving a complete turn-around for Shorts.",https://drive.google.com/file/d/1SoDxCU6jrhlJ41Iz8B0QIzKVTuCxIjp-/view?usp=drivesdk,0.91
,,,,,1LQzodKSSmK74QRKp4oD7PDMA34uaxsF8-5,0:57:53,0:58:19,"पईई बईई ससटनटीन सनना है। अब 1 बचचचा जो है वो पईई बईई सकसटनटीन को दखतते ही पहले डगर्री में जएगगा बलले सर डगर्री में कनवरटट कर लतते हैं।
मनंने कहा उससे कयया हो जएगगा ये तो बता
तझझे इनके सथथ पईई में ही खलनना सखनना है।
जयदादा कफयजनूजन हो रहा है तो डगर्री में कनवरटट कर लो पईई की जगह वन ए टी रखा 8 इनटू
सररी
4, इनटू 4 16 और यह लखखा हआआ सरर 45 डगर्री बटे 4
बट जयदादा कछछ समझ में आया नहीं तो मनंने आपको कयया बलला था। रगग बरगंगे एगलल दखखे हैं जनकको आप नहीं जनतते हो कयया करना है। सरर एगलल को 90 में से घटकरर 90 में जड़करर वन ए टी में से घटकरर। वन ए टी में से जड़ड़ कर या 2 अलग अलग एगलस्स को जड़ड़ कर दखखो। आई कनन सी की पईई बईई सकसटनटीन, पलसस सवनन पईई बईई सकसटनटीन",Sarcastic Line,The teacher’s sarcastic tone on rote conversion for trigonometry is meta-humor for NEET/JEE crowd and matches 'Teacher vs. Student' skit trends.,"Focuses on the teacher's sarcastic roast about the student's rote habit, ending at a punchy meta reference—completing the joke and academic satire.",https://drive.google.com/file/d/15gw8V39xZ-RZA9dnlLacXP6HxfsSx0Wt/view?usp=drivesdk,0.93
,,,,,1LQzodKSSmK74QRKp4oD7PDMA34uaxsF8-6,0:13:58,0:14:53,"कयया मररी बतत समझ ले और जनकका डमी नहीं है तो फरर आप इसका भी एटलसट्ट और इसका भी एटलसट्ट दननों का एटलसट्ट कमबइनइन करके चलो। सकलूल का एटलसट्ट मनंने बता दयया है। सकलूल के नटस्स कमपलटलीट करने
टचरर जो बतत बलल रहा है, जो सवलल करवा रहा है उनको दखतते रहने।
कयकूंकी ऐसा हगगा की थड़ड़ी दरर में मननो जलईाई में कससी के पी टी आ जयगेंगे, जलईाई में कससी के यू टी आ जयगेंगे तो हो सकता है वहाँ पर चपटरटर 5 आ रहे हो। हमने यहाँ पर 2 ही चपटरटर पढ़े हैं, हो सकता है सर वो पचंचों चपटरटर ही डफरटरेंट आ रहे हों। तो उसमें सकरोर करने के लएए हमररे सकलूल वलली नलजेज कमम आएगी की सकलूल के टचरस्स ने जो पढयया उनहहीं से ही सखख कर, उनहहीं के ही एगजमाम में मतलब सकलूल वलले एगजमाम में हमने परफरम्म कर दयया।
सथथ में हमररी की परपरशनेशन यहाँ से चल रही है।
कयया मररी बतत समझ गए।
हललो नअ इज़ तहइस कलएअर टू एवरवनन
कलएअर
और आपको 1 चजज समझनी पडगेगी की तहए इज़ 9 परफकट्ट टइमम टबलल 1 लइनन में अगर मैं इस बतत को खतमम करूँ
तो तमम भी आप इस बतत को जनतते हो की मैं तमह्हे 1 टइमम टबलल बना के दू की बटटा",Attention to Chat,"Directly acknowledges students' journey in a relatable, conversational style—strong call-to-chat moment for Shorts.","Begins at actionable chat advice and ends with a clear, direct call to students, perfect for a conversational, relatable Short.",https://drive.google.com/file/d/1YC0wdhUZv9MSSY9g1F29uWgMnH4vRIVP/view?usp=drivesdk,0.9
,,,,,1LQzodKSSmK74QRKp4oD7PDMA34uaxsF8-7,0:04:31,0:05:20,"सरर फलड्ड इसलएए है कयकोंकि गलसास पररा फलल करना था, गलसास पररा फलल करने का मतलब है की हमें आज वलले दनन में ये टसक्क कमपलटीट करने थे, बट मैं नहीं कर पयया
मैं आपसे कहगँगा की आप आये फलड्ड की जगह
आप एटटयडयूड ये दखखो की इतना कर लयया,
इतना तो हआआ
दटट मसंस जब आप ये इतना तो हआआ वलली फलल लकके आओगे तो दसस इस द ससंस ऑफ
अचवमटेंट
की है सरर इतना कर लयया। आप मनगोगे नहीं इस बतत को इतना भी बहतत सररे लगग नहीं कर पा रहे हैं, समझे की नहीं समझे तो इसको कटटा लगएए
इस पर
फकसस कजएिए की अगर मनन लो टसक्क आपका 1 दनन में 20 सवलल सलल करना था मचच का
आप अगर 10 कर पएए तो में आपको ये नहीं दखनना है की 10 सर मररे तो रह गए,
मैं तो फ़लल हो गया, मैं कससी कमम का नहीं हूँ, मैं डी मटवटवेट हो गया, मररा यह कलयरयर नहीं हगगा ये सब बततें नहीं सचननी है आपने सचचा की 10 हो गए 10 और बचे हैं टइमम नकलाल कर इन करर करगंगा तो कनन सा एटटयटयूट रखना है। इतना तो हआआ कम से कम आया।",Inspiring Story,A classic pep talk converting perceived failure into a success narrative—parallels trending 'Rank Boost' motivational content.,"Starts with the relatable struggle and pivots into the motivational turnaround, ensuring complete self-contained narrative with the original brief.",https://drive.google.com/file/d/1rBZDwY74_OLut4O8rZqD6rPwkAKPjzK-/view?usp=drivesdk,0.92
,,,,,1LQzodKSSmK74QRKp4oD7PDMA34uaxsF8-8,1:57:18,1:58:27,"बचचचे आपके परट्टी भगग रहे है और परट्टी कसस चज़ज़ की है परट्टी की शरआतआत की।
पता नहीं परट्टी परट्टी
बता
भईई दखखो। जब बचचचों को परट्टी 2 ना तो मररा नबरर तो तमहरहारे पसस में ही मसस कलल मरर
कल बलकलुल बलकलुल
मलल के लगगंगे परट्टी
मलल के जो दे दे भईई
मलल के नहीं है ऐसा कछछ पगगा नहीं लनना अपने को
दननों भईई मलल के
दसररे भईई के पसस तो पससे ही नहीं है मररे पसस कईई पससे
थड़ड़े पससे
बतओओ बचचचों बतओओ दखखे कसकके पसस पससे है की नही
मररे पसस पससे नहीं है बतओओ यरर
मनंने अपनी तो गरबबी बता रखी है को
मझझे बलतते है गड़ड़ी गड़ड़ी मनंने कहा मररे पसस 2 सलल से 1 ही गड़ड़ी है मनंने गड़ड़ी नहीं चजंज करी कहा ऐसी गड़ड़ी नहीं आपने ये भी तो नहीं बतयया न की जसस टइमम पर लगग सकटूटी में भी नहीं चल पा रहे थे
और मटरर सइकलिल जो 60 हजरर रपएए की रही थी वो भी आई पर ले रहे थे उस टइमम पर मनंने गड़ड़ी ले ली थी ये तो नहीं बतयया आपने
लकनिन आप इसकी वलय्यू दी न।
अब दखखो लगग फरर कहते हैं सरर
घमताते है डएमम डबललू में",Funny Story,"Hilarious skit lampshading student/class 'party', money, and 'poverty'—follows both humor and trending expectation-vs-reality meme themes.",Cut to maintain the relatable party expectation versus reality joke complete with the teacher’s poverty punchline for a full comedic story arc.,https://drive.google.com/file/d/1NUUCGQRjnTeY_qACgnPBwqRCJWeAt2mG/view?usp=drivesdk,0.97
